Department,Job Title,Job Area,Standard Hours,Marital Status,Hourly Rate,FULLTIME_IND,Days in Role,days_employed,Years of Service,Job Code,apprenticeship_ind,Pay Group,term_ind,Days Employed When Survey Sent,Days With Company on Submit of Survey,PC,Division,,Job Title,ED & DHS Average Rating,Immediate Supervisor Average Rating,Communication and Campus Average Rating,Department Morale Rating
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,20,S,11,0,388,388,1.063013699,400002,1,H7L,1,365,370,132,North Indiana,Region F,Environmental Services Asst,2.88,3,2.83,3
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,E,12.5,1,700,700,1.917808219,400002,1,H7L,0,182,182,425,South Ohio,Region G,Environmental Services Asst,3.88,4,4,4
42-Envrnmntl,Director of Environmental Svcs,Director,40,M,18.14,1,596,596,1.632876712,400001,1,H7L,0,90,90,430,Central Ohio,Region J,Director of Environmental Svcs,3.75,3.88,3.67,3
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,12.35,1,427,427,1.169863014,400002,1,H7L,0,365,365,164,Southeast Indiana,Region I,Environmental Services Asst,4.38,5,4.83,4
42-Envrnmntl,Dining Services Assistant,Dining Services,20,M,12,0,99,644,1.764383562,300003,1,H7L,0,182,345,302,North Indiana,Region F,Dining Services Assistant,3,3.63,2,3
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,14.08,1,385,385,1.054794521,400002,1,H7L,0,182,182,176,South Kentucky,Region D,Environmental Services Asst,4,4.75,4,4
42-Envrnmntl,Director of Environmental Svcs,Director,40,S,18.63,1,163,460,1.260273973,400001,1,H7L,0,182,182,151,Southeast Indiana,Region I,Director of Environmental Svcs,5,5,4.83,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,20,S,11.72,0,20,624,1.709589041,400002,1,H7L,0,365,365,406,Central Ohio,Region J,Environmental Services Asst,4.13,4.88,5,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,14.08,1,385,385,1.054794521,400002,1,H7L,0,182,184,176,South Kentucky,Region D,Environmental Services Asst,4,4.75,4,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,D,14.96,1,99,392,1.073972603,400002,1,H7L,0,365,365,303,Southwest Indiana,Region C,Environmental Services Asst,3.13,2.63,3.33,1
42-Envrnmntl,Cert Resident Care Associate,Other,40,S,13.97,1,163,567,1.553424658,100009,1,H7L,0,365,365,304,Southwest Indiana,Region C,Cert Resident Care Associate,5,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,20,M,11.72,0,643,643,1.761643836,400002,1,H7L,0,365,365,103,Southwest Indiana,Region C,Environmental Services Asst,4.25,4,4,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,5,M,11.59,0,493,493,1.350684932,400002,0,H7L,1,365,365,142,Southwest Indiana,Region C,Environmental Services Asst,5,5,5,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,5,M,11.59,0,493,493,1.350684932,400002,0,H7L,1,365,365,142,Southwest Indiana,Region C,Environmental Services Asst,5,5,5,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,12.41,1,1050,1050,2.876712329,400002,1,H7L,0,365,365,168,North Central Indiana,Region E,Environmental Services Asst,4,4.63,4,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,11.72,1,867,867,2.375342466,400002,1,H7L,0,182,182,157,Southeast Indiana,Region I,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,14.56,1,1050,1050,2.876712329,400002,1,H7L,0,365,365,126,South Kentucky,Region D,Environmental Services Asst,4.5,5,3.83,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,20,S,13.39,0,1050,1050,2.876712329,400002,1,H7L,0,365,365,508,North Michigan,Region B,Environmental Services Asst,3.13,3.38,3.33,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,14.08,1,385,385,1.054794521,400002,1,H7L,0,182,185,176,South Kentucky,Region D,Environmental Services Asst,4,4.75,4,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,12.36,1,405,405,1.109589041,400002,1,H7L,1,365,365,508,North Michigan,Region B,Environmental Services Asst,4.38,4.13,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,12.84,1,231,231,0.632876712,400002,1,H7L,1,182,183,170,North Indiana,Region F,Environmental Services Asst,4.88,4.88,4,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,12.84,1,231,231,0.632876712,400002,1,H7L,1,182,183,170,North Indiana,Region F,Environmental Services Asst,4.88,4.88,4,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,20,N,11.64,0,511,511,1.4,400002,1,H7L,0,182,183,408,North Ohio,Region A,Environmental Services Asst,4.71,4.5,4.17,5
42-Envrnmntl,Floor Technician,Technician,40,S,11.99,1,730,730,2,500003,1,H7L,1,182,182,123,Central South Indiana,Region H,Floor Technician,4.88,4.88,4.5,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,D,14.96,1,99,392,1.073972603,400002,1,H7L,0,182,182,303,Southwest Indiana,Region C,Environmental Services Asst,2.75,3.38,3.17,3
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,5,M,11.72,0,818,818,2.24109589,400002,1,H7L,1,0,0,433,Central Ohio,Region J,Environmental Services Asst,2,2,0,0
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,5,M,11.72,0,818,818,2.24109589,400002,1,H7L,1,0,0,433,Central Ohio,Region J,Environmental Services Asst,2,2,0,0
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,5,S,11.32,0,412,412,1.128767123,400002,0,H7L,0,90,90,302,North Indiana,Region F,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Dining Services Assistant,Dining Services,40,S,12.36,1,49,476,1.304109589,300003,1,H7L,0,182,182,160,Central South Indiana,Region H,Dining Services Assistant,3.5,3.71,4,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,20,M,11.56,0,417,417,1.142465753,400002,1,H7L,0,90,90,115,Southeast Indiana,Region I,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,12.7,1,729,1035,2.835616438,400002,1,8FQ,0,365,365,222,South Kentucky,Region D,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,20,S,11.24,0,197,197,0.539726027,400002,1,H7L,1,90,91,131,Southwest Indiana,Region C,Environmental Services Asst,3,3,3,3
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,E,12.5,1,700,700,1.917808219,400002,1,H7L,0,30,30,425,South Ohio,Region G,Environmental Services Asst,4.5,4.63,5,5
42-Envrnmntl,Director of Environmental Svcs,Director,40,M,18,1,9,652,1.78630137,400001,1,H7L,0,30,30,409,Central Ohio,Region J,Director of Environmental Svcs,5,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,13.6,1,1014,1014,2.778082192,400002,1,H7L,0,365,365,434,South Ohio,Region G,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Dining Services Assistant,Dining Services,20,M,12,0,99,644,1.764383562,300003,1,H7L,0,30,30,302,North Indiana,Region F,Dining Services Assistant,2.86,2.86,2.5,2
42-Envrnmntl,Director of Environmental Svcs,Director,40,S,22.95,1,622,622,1.704109589,400001,1,H7L,1,30,30,145,South Kentucky,Region D,Director of Environmental Svcs,5,5,4,3
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,20,M,11.72,0,643,643,1.761643836,400002,1,H7L,0,90,91,103,Southwest Indiana,Region C,Environmental Services Asst,4.75,4.88,4.17,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,12.83,1,351,634,1.736986301,400002,1,H7L,1,0,0,162,North Central Indiana,Region E,Environmental Services Asst,5,3,0,0
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,20,M,11.63,0,688,688,1.884931507,400002,1,H7L,1,182,182,128,North Central Indiana,Region E,Environmental Services Asst,5,5,4.83,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,14.58,1,749,749,2.052054795,400002,1,H7L,0,90,90,154,South Kentucky,Region D,Environmental Services Asst,4,4,4,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,13.08,1,623,623,1.706849315,400002,1,H7L,0,0,0,434,South Ohio,Region G,Environmental Services Asst,5,5,0,0
42-Envrnmntl,Floor Technician,Technician,40,M,15.14,1,827,827,2.265753425,500003,1,H7L,0,182,182,505,North Michigan,Region B,Floor Technician,5,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,12.83,1,686,686,1.879452055,400002,1,H7L,0,30,30,419,South Ohio,Region G,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,11.16,1,242,242,0.663013699,400002,1,H7L,1,30,30,120,Southeast Indiana,Region I,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,12.65,1,26,244,0.668493151,400002,1,H7L,1,90,90,175,South Kentucky,Region D,Environmental Services Asst,1.63,1.88,2.5,3
42-Envrnmntl,Director of Environmental Svcs,Director,40,N,20.71,1,461,461,1.263013699,400001,1,H7L,0,90,90,154,South Kentucky,Region D,Director of Environmental Svcs,4.5,4.88,5,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,5,S,11.08,0,125,125,0.342465753,400002,1,H7L,1,30,30,166,Central South Indiana,Region H,Environmental Services Asst,4.88,5,3.17,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,11.72,1,616,616,1.687671233,400002,1,H7L,0,0,523,127,South Kentucky,Region D,Environmental Services Asst,5,5,0,0
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,11.59,1,117,305,0.835616438,400002,1,H7L,1,30,33,107,Southeast Indiana,Region I,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,11.72,1,816,816,2.235616438,400002,1,H7L,1,30,30,414,North Ohio,Region A,Environmental Services Asst,4.63,5,4.5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,11.25,1,792,792,2.169863014,400002,1,H7L,1,365,365,501,North Michigan,Region B,Environmental Services Asst,3.88,3.88,3.83,4
42-Envrnmntl,Floor Technician,Technician,40,S,12.65,1,23,251,0.687671233,500003,1,H7L,1,90,-361,135,North Central Indiana,Region E,Floor Technician,4.75,4,4.4,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,20,S,11,0,388,388,1.063013699,400002,1,H7L,1,90,90,132,North Indiana,Region F,Environmental Services Asst,3.63,4.63,3.5,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,10.69,1,184,184,0.504109589,400002,0,H7L,1,90,90,129,Southwest Indiana,Region C,Environmental Services Asst,4.75,5,4.67,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,12.65,1,504,504,1.380821918,400002,1,H7L,1,90,90,146,South Kentucky,Region D,Environmental Services Asst,4.88,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,20,S,12.22,0,972,972,2.663013699,400002,1,H7L,1,365,365,506,North Michigan,Region B,Environmental Services Asst,4,3.88,4,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,12.83,1,351,634,1.736986301,400002,1,H7L,1,182,72,162,North Central Indiana,Region E,Environmental Services Asst,5,5,4.83,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,5,S,10.39,0,345,345,0.945205479,400002,1,H7L,1,30,51,110,Southwest Indiana,Region C,Environmental Services Asst,4.5,5,4,5
42-Envrnmntl,Sr Director Environmental Svcs,Director,40,M,20.84,1,632,1449,3.969863014,400003,1,H7L,0,365,365,146,South Kentucky,Region D,Sr Director Environmental Svcs,4.13,4.5,4,0
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,14.46,1,1008,1008,2.761643836,400002,1,H7L,0,90,90,425,South Ohio,Region G,Environmental Services Asst,4.25,4,4,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,12.41,1,1050,1050,2.876712329,400002,1,H7L,0,90,90,168,North Central Indiana,Region E,Environmental Services Asst,4,4.63,4,3
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,12.36,1,401,401,1.098630137,400002,1,H7L,1,365,365,160,Central South Indiana,Region H,Environmental Services Asst,3.88,4.13,3.67,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,12.73,1,777,777,2.128767123,400002,1,H7L,1,30,30,163,Southwest Indiana,Region C,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,11.66,1,443,443,1.21369863,400002,1,H7L,1,30,39,411,North Ohio,Region A,Environmental Services Asst,4,4,5,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,11.32,1,863,863,2.364383562,400002,1,H7L,1,182,182,418,South Ohio,Region G,Environmental Services Asst,4.88,4.88,4.33,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,11.56,1,469,469,1.284931507,400002,1,H7L,0,365,365,108,Southwest Indiana,Region C,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,14.39,1,966,966,2.646575342,400002,1,H7L,0,30,30,121,Southeast Indiana,Region I,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Resident Care Associate,Other,40,M,14.62,1,44,2086,5.715068493,100010,1,H7L,0,0,365,135,North Central Indiana,Region E,Resident Care Associate,4,4,4,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,13.6,1,1869,1869,5.120547945,400002,1,H7L,0,0,182,174,Central South Indiana,Region H,Environmental Services Asst,2.71,4.75,3,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,24,M,12.25,0,1201,1777,4.868493151,400002,1,H7L,0,0,90,406,Central Ohio,Region J,Environmental Services Asst,3.88,3.63,3.5,3
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,20,M,15.8,0,2035,2037,5.580821918,400002,1,H7L,0,0,366,509,North Michigan,Region B,Environmental Services Asst,3.75,4.75,3.17,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,5,S,11.51,0,1254,1254,3.435616438,400002,0,H7L,1,0,365,156,North Indiana,Region F,Environmental Services Asst,4.38,4.75,4,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,12.86,1,1513,1513,4.145205479,400002,1,H7L,0,0,31,124,North Indiana,Region F,Environmental Services Asst,4.75,4.88,4.17,5
42-Envrnmntl,Director of Environmental Svcs,Director,40,M,18.78,1,324,1512,4.142465753,400001,1,H7L,0,0,30,112,North Central Indiana,Region E,Director of Environmental Svcs,4.5,4.5,5,5
42-Envrnmntl,Director of Environmental Svcs,Director,40,M,18.78,1,324,1512,4.142465753,400001,1,H7L,0,0,30,112,North Central Indiana,Region E,Director of Environmental Svcs,4.5,4.5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,12.51,1,993,1750,4.794520548,400002,1,H7L,0,0,34,134,North Central Indiana,Region E,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Director of Environmental Svcs,Director,40,S,18.64,1,385,1715,4.698630137,400001,1,H7L,0,0,41,176,South Kentucky,Region D,Director of Environmental Svcs,5,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,12.49,1,1829,1829,5.010958904,400002,1,H7L,1,0,90,406,Central Ohio,Region J,Environmental Services Asst,4,3.13,3.5,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,12.49,1,1829,1829,5.010958904,400002,1,H7L,1,0,365,406,Central Ohio,Region J,Environmental Services Asst,3.25,2.75,3.5,3
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,11.99,1,1861,1861,5.098630137,400002,1,H7L,0,0,373,115,Southeast Indiana,Region I,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,12.46,1,1577,1577,4.320547945,400002,1,H7L,1,0,90,135,North Central Indiana,Region E,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,12.46,1,1577,1577,4.320547945,400002,1,H7L,1,0,90,135,North Central Indiana,Region E,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,14.51,1,1701,1701,4.660273973,400002,1,H7L,0,0,201,512,North Michigan,Region B,Environmental Services Asst,5,5,5,4
42-Envrnmntl,Director of Environmental Svcs,Director,40,S,20.05,1,1681,1806,4.947945205,400001,1,H7L,0,0,132,133,North Central Indiana,Region E,Director of Environmental Svcs,5,5,4.83,5
42-Envrnmntl,Floor Technician,Technician,40,S,11.99,1,910,1965,5.383561644,500003,1,H7L,0,0,367,424,North Ohio,Region A,Floor Technician,4.75,5,4.5,5
42-Envrnmntl,Director of Environmental Svcs,Director,40,S,21.35,1,1507,2086,5.715068493,400001,1,H7L,0,0,365,141,North Central Indiana,Region E,Director of Environmental Svcs,4.13,4.5,3.83,3
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,13.35,1,2051,2051,5.619178082,400002,1,H7L,0,0,365,134,North Central Indiana,Region E,Environmental Services Asst,4.13,4.63,4,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,W,14.96,1,1855,1855,5.082191781,400002,1,H7L,0,0,93,509,North Michigan,Region B,Environmental Services Asst,4,4,4,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,12.7,1,1694,1694,4.64109589,400002,1,H7L,0,0,97,403,North Ohio,Region A,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,12.1,1,1114,1114,3.052054795,400002,1,H7L,1,0,95,163,Southwest Indiana,Region C,Environmental Services Asst,4.38,4.5,4.17,4
42-Envrnmntl,Cert Resident Medication Asst,Other,40,S,17.33,1,336,2051,5.619178082,100012,1,H7L,0,0,365,135,North Central Indiana,Region E,Cert Resident Medication Asst,4.38,4,3.5,4
42-Envrnmntl,Director of Environmental Svcs,Director,40,S,18.74,1,1500,1764,4.832876712,400001,1,H7L,0,0,95,174,Central South Indiana,Region H,Director of Environmental Svcs,3.71,4.86,4,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,5,M,10.47,0,472,1009,2.764383562,400002,0,H7L,1,0,182,184,North Indiana,Region F,Environmental Services Asst,3.63,4.38,3.17,3
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,11.9,1,1518,1518,4.15890411,400002,1,H7L,1,0,42,150,Southeast Indiana,Region I,Environmental Services Asst,4.88,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,12.42,1,1834,1834,5.024657534,400002,1,H7L,0,0,183,132,North Indiana,Region F,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,11.72,1,748,1653,4.528767123,400002,1,H7L,0,0,30,167,North Central Indiana,Region E,Environmental Services Asst,4.25,4,4,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,20,S,11.24,0,1203,1203,3.295890411,400002,1,H7L,1,0,365,120,Southeast Indiana,Region I,Environmental Services Asst,4.38,4.38,3.17,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,12.1,1,1114,1114,3.052054795,400002,1,H7L,1,0,33,163,Southwest Indiana,Region C,Environmental Services Asst,4.63,4.75,4.67,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,13.08,1,409,1093,2.994520548,400002,1,H7L,1,0,90,427,North Ohio,Region A,Environmental Services Asst,3.75,3.13,3,3
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,20,S,12.35,0,2058,2058,5.638356164,400002,1,H7L,0,0,373,128,North Central Indiana,Region E,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Director of Environmental Svcs,Director,40,M,21.16,1,1283,1283,3.515068493,400001,1,H7L,1,0,90,151,Southeast Indiana,Region I,Director of Environmental Svcs,5,5,5,4
42-Envrnmntl,Floor Technician,Technician,40,S,11.99,1,910,1965,5.383561644,500003,1,H7L,0,0,369,424,North Ohio,Region A,Floor Technician,4.75,5,4.5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,11.17,1,861,861,2.35890411,400002,1,H7L,1,0,64,422,North Ohio,Region A,Environmental Services Asst,4.5,4.63,4.5,4
42-Envrnmntl,Floor Technician,Technician,20,M,14,0,1638,1638,4.487671233,500003,1,H7L,1,0,365,115,Southeast Indiana,Region I,Floor Technician,3.38,3.25,3,3
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,11.42,1,1489,1489,4.079452055,400002,1,H7L,1,0,365,424,North Ohio,Region A,Environmental Services Asst,4.88,4,4,4
42-Envrnmntl,Director of Environmental Svcs,Director,40,S,20,1,539,1939,5.312328767,400001,1,H7L,0,0,182,136,North Central Indiana,Region E,Director of Environmental Svcs,3.75,4.75,3.83,4
42-Envrnmntl,Floor Technician,Technician,20,M,14,0,1638,1638,4.487671233,500003,1,H7L,1,0,182,115,Southeast Indiana,Region I,Floor Technician,4,4,3.83,3
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,11.59,1,1228,1228,3.364383562,400002,1,H7L,1,0,30,118,Southeast Indiana,Region I,Environmental Services Asst,3.88,3.25,3.67,4
42-Envrnmntl,Guest Relations,Guest Relations,40,M,16.69,1,127,1939,5.312328767,200007,1,H7L,0,0,365,111,Southwest Indiana,Region C,Guest Relations,2.25,3.75,2.83,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,12.01,1,1310,1310,3.589041096,400002,1,H7L,1,0,365,303,Southwest Indiana,Region C,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,12.84,1,49,1911,5.235616438,400002,1,H7L,0,0,365,168,North Central Indiana,Region E,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,20,S,12.5,0,542,1240,3.397260274,400002,0,H7L,1,0,182,501,North Michigan,Region B,Environmental Services Asst,3.88,3,2.83,3
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,14.38,1,1569,1569,4.298630137,400002,1,H7L,0,0,91,147,South Kentucky,Region D,Environmental Services Asst,4.67,4.57,4.6,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,12.8,1,91,955,2.616438356,400002,1,H7L,1,0,182,112,North Central Indiana,Region E,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,11.99,1,1855,1855,5.082191781,400002,1,H7L,0,0,90,414,North Ohio,Region A,Environmental Services Asst,4,4.88,3.83,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,12.57,1,1778,1778,4.871232877,400002,1,H7L,0,0,94,501,North Michigan,Region B,Environmental Services Asst,5,5,4.83,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,13.04,1,2002,2002,5.484931507,400002,1,H7L,0,0,365,173,Central South Indiana,Region H,Environmental Services Asst,4.5,4.88,4.33,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,D,11.56,1,1114,1114,3.052054795,400002,1,H7L,1,0,365,146,South Kentucky,Region D,Environmental Services Asst,4.88,4.13,4.33,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,D,11.56,1,1114,1114,3.052054795,400002,1,H7L,1,0,365,146,South Kentucky,Region D,Environmental Services Asst,4.88,4.13,4.33,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,D,11.56,1,1114,1114,3.052054795,400002,1,H7L,1,0,365,146,South Kentucky,Region D,Environmental Services Asst,4.88,4.13,4.33,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,11.99,1,1897,1897,5.197260274,400002,1,H7L,0,0,365,103,Southwest Indiana,Region C,Environmental Services Asst,4.5,5,3.83,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,11.08,1,1011,1326,3.632876712,400002,1,H7L,1,0,-15,109,Southeast Indiana,Region I,Environmental Services Asst,3.88,4.25,4,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,5,M,10.47,0,472,1009,2.764383562,400002,0,H7L,1,0,90,184,North Indiana,Region F,Environmental Services Asst,4.57,4.5,4,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,14.89,1,862,1854,5.079452055,400002,0,H7L,0,0,90,125,Central South Indiana,Region H,Environmental Services Asst,3.88,4,3.5,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,12.46,1,647,1187,3.252054795,400002,1,H7L,1,0,-298,111,Southwest Indiana,Region C,Environmental Services Asst,3.75,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,12.26,1,1905,1905,5.219178082,400002,1,H7L,1,0,374,108,Southwest Indiana,Region C,Environmental Services Asst,4.75,4.75,4,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,12.98,1,1981,1981,5.42739726,400002,1,H7L,0,0,365,121,Southeast Indiana,Region I,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,12.84,1,776,776,2.126027397,400002,0,H7L,1,0,30,504,North Michigan,Region B,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Director of Environmental Svcs,Director,40,M,22,1,1625,2058,5.638356164,400001,1,H7L,0,0,365,148,South Kentucky,Region D,Director of Environmental Svcs,1.88,2.75,1.83,2
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,20,M,10.46,0,271,459,1.257534247,400002,1,H7L,1,0,-350,107,Southeast Indiana,Region I,Environmental Services Asst,4.38,4.88,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,11.17,1,861,861,2.35890411,400002,1,H7L,1,0,91,422,North Ohio,Region A,Environmental Services Asst,5,4.75,4.2,0
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,14.38,1,1569,1569,4.298630137,400002,1,H7L,0,0,30,147,South Kentucky,Region D,Environmental Services Asst,0,5,4.4,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,W,14.96,1,1855,1855,5.082191781,400002,1,H7L,0,0,382,509,North Michigan,Region B,Environmental Services Asst,5,5,5,0
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,10.92,1,1064,1064,2.915068493,400002,1,H7L,1,0,365,173,Central South Indiana,Region H,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,M,10.92,1,1064,1064,2.915068493,400002,1,H7L,1,0,204,173,Central South Indiana,Region H,Environmental Services Asst,5,5,5,5
42-Envrnmntl,Director of Environmental Svcs,Director,40,M,16.87,1,1191,1862,5.101369863,400001,1,H7L,0,0,182,103,Southwest Indiana,Region C,Director of Environmental Svcs,3.86,3.86,3,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,5,M,10.47,0,472,1009,2.764383562,400002,0,H7L,1,0,365,184,North Indiana,Region F,Environmental Services Asst,3.75,4.5,3.2,4
42-Envrnmntl,Environmental Services Asst,Environmental Services Asst,40,S,11,1,1129,1129,3.093150685,400002,0,H7L,1,0,182,173,Central South Indiana,Region H,Environmental Services Asst,3,3,3,3
